data_hora,ip,pagina,idioma,resolucio,referer,durada
"2025-09-14 07:28:19","83.173.131.128","pag_principal","es-ES","320x693","","None"
"2025-09-13 23:04:52","31.13.115.116","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-13 23:04:27","31.13.115.4","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-12 23:15:44","3.89.222.248","pag_principal","en-US","800x600","","None"
"2025-09-12 23:02:14","66.249.66.12","pag_principal","en-US","412x732","","None"
"2025-09-12 10:32:32","40.77.179.177","pag_principal","en-US","800x600","","None"
"2025-09-12 07:09:20","85.115.193.7","pag_principal","en-US","800x600","","None"
"2025-09-11 22:12:00","51.159.102.240","pag_principal","en-US","800x600","","None"
"2025-09-11 22:06:45","51.159.103.12","pag_principal","en-US","800x600","","None"
"2025-09-11 18:08:50","91.107.198.104","pag_principal","en-US","1536x864","","None"
"2025-09-10 18:23:46","31.13.127.7","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-10 18:23:24","31.13.127.21","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-10 12:52:12","79.152.224.95","pag_principal","es-ES","393x873","https://www.google.com/","None"
"2025-09-09 18:20:53","66.249.66.12","pag_principal","en-US","412x732","","None"
"2025-09-09 15:56:28","202.8.41.171","pag_principal","en-US","800x600","","None"
"2025-09-09 15:20:53","66.249.66.13","pag_principal","en-US","412x732","","None"
"2025-09-09 02:17:39","77.111.247.233","contacte","es-ES","1366x768","","None"
"2025-09-09 02:16:41","77.111.247.233","pag_principal","es-ES","1366x768","","None"
"2025-09-09 02:16:32","77.111.247.233","contacte","es-ES","1366x768","","None"
"2025-09-08 23:07:28","205.169.39.29","pag_principal","en-US","800x600","","None"
"2025-09-08 09:01:21","139.47.125.150","pag_principal","es-ES","384x832","https://l.instagram.com/","None"
"2025-09-07 17:12:39","66.249.66.4","pag_principal","en-US","1024x1024","","None"
"2025-09-07 13:33:56","69.171.251.7","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-07 13:33:35","69.171.251.114","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-06 18:30:25","185.117.225.41","pag_principal","en-US","1080x1920","","None"
"2025-09-06 17:37:52","188.26.221.246","equip","es","1536x864","https://nescolam.com/ca","None"
"2025-09-06 17:37:33","188.26.221.246","enllac_extern","es","1536x864","https://nescolam.com/es","None"
"2025-09-06 17:37:33","188.26.221.246","pag_principal","es","1536x864","https://nescolam.com/ca","None"
"2025-09-06 17:36:30","188.26.221.246","pag_principal","es","1536x864","https://nescolam.com/es","None"
"2025-09-06 17:36:29","188.26.221.246","enllac_extern","es","1536x864","","None"
"2025-09-06 17:35:57","188.26.221.246","python","es","1536x864","","None"
"2025-09-06 17:35:51","188.26.221.246","apps","es","1536x864","","None"
"2025-09-06 17:35:44","188.26.221.246","biologia","es","1536x864","","None"
"2025-09-06 17:35:08","188.26.221.246","reforç","es","1536x864","","None"
"2025-09-06 17:35:07","188.26.221.246","reforç","es","1536x864","","None"
"2025-09-06 17:33:52","188.26.221.246","pag_principal","es","1536x864","","None"
"2025-09-05 12:55:12","157.90.242.46","pag_principal","en-US","1470x956","","None"
"2025-09-05 09:36:07","66.249.66.10","pag_principal","en-US","412x732","","None"
"2025-09-05 00:10:18","3.81.184.181","pag_principal","en-US","800x600","","None"
"2025-09-04 23:05:05","66.249.66.14","pag_principal","en-US","412x732","","None"
"2025-09-04 23:01:35","66.249.92.13","pag_principal","en-US","1366x1024","","None"
"2025-09-04 09:57:24","173.252.127.11","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-04 01:31:21","149.56.150.50","pag_principal","en-US","1920x1080","","None"
"2025-09-02 17:44:23","139.47.123.150","pag_principal","es-ES","360x640","https://www.google.com/","None"
"2025-09-02 17:38:52","139.47.123.150","pag_principal","es","360x640","","None"
"2025-09-02 14:50:46","139.47.123.150","pag_principal","es","360x640","","None"
"2025-09-02 12:07:35","195.76.183.18","pag_principal","es-ES","414x896","","None"
"2025-09-02 11:57:28","195.76.183.18","pag_principal","es-ES","414x896","","None"
"2025-09-02 11:42:41","79.116.166.80","pag_principal","ca","1600x900","","None"
"2025-09-01 17:54:04","91.107.193.67","pag_principal","en-US","1536x864","","None"
"2025-09-01 17:07:18","66.249.92.14","pag_principal","en-US","1366x1024","","None"
"2025-09-01 09:26:30","31.13.127.114","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-01 09:26:10","31.13.127.35","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-09-01 03:35:15","66.249.66.13","pag_principal","en-US","1024x1024","","None"
"2025-08-30 14:26:40","139.47.113.60","python","es-ES","1512x982","https://www.google.com/","None"
"2025-08-30 14:26:06","139.47.113.60","pag_principal","es-ES","1512x982","https://www.google.com/","None"
"2025-08-30 08:06:06","62.210.90.177","pag_principal","en-US","800x600","","None"
"2025-08-30 01:33:00","51.159.106.91","follow","en-US","1280x720","","None"
"2025-08-30 01:32:59","51.159.106.91","pag_principal","en-US","1280x720","","None"
"2025-08-29 08:05:33","46.222.46.63","pag_principal","en-US","393x873","","None"
"2025-08-29 06:17:49","151.115.89.135","pag_principal","en-US","800x600","","None"
"2025-08-28 19:24:28","69.171.251.6","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-28 07:37:50","82.59.165.115","pag_principal","es-ES","1536x864","","None"
"2025-08-28 05:20:33","66.249.92.6","pag_principal","en-US","1366x1024","","None"
"2025-08-27 14:45:15","79.112.37.120","contacte","ca","1440x810","","None"
"2025-08-27 14:40:57","79.112.37.120","castella","ca","1440x810","","None"
"2025-08-27 14:37:39","79.112.37.120","catala","ca","1440x810","","None"
"2025-08-27 14:35:07","79.112.37.120","reforç","ca","1440x810","","None"
"2025-08-27 14:34:50","79.112.37.120","matematiques","ca","1440x810","","None"
"2025-08-27 14:34:40","79.112.37.120","pag_principal","ca","1440x810","","None"
"2025-08-27 10:41:59","79.116.119.214","pag_principal","ca","1440x810","https://nescolam.com/ca","None"
"2025-08-27 10:41:59","79.116.119.214","contacte","ca","1440x810","https://nescolam.com/ca","None"
"2025-08-27 10:41:56","79.116.119.214","enllac_extern","ca","1440x810","","None"
"2025-08-27 10:41:41","79.116.119.214","pag_principal","ca","1440x810","","None"
"2025-08-27 10:41:41","79.116.119.214","contacte","ca","1440x810","","None"
"2025-08-27 04:42:09","185.184.201.46","pag_principal","en-US","800x600","","None"
"2025-08-27 04:28:08","185.184.201.251","pag_principal","en-US","800x600","","None"
"2025-08-27 02:43:16","66.249.66.15","pag_principal","en-US","1024x1024","","None"
"2025-08-26 22:32:13","51.159.103.13","pag_principal","en-US","800x600","","None"
"2025-08-26 20:11:05","79.117.213.212","pag_principal","es-ES","393x852","https://www.google.com/","None"
"2025-08-26 20:05:25","79.117.213.212","pag_principal","es-ES","393x852","https://www.google.com/","None"
"2025-08-26 19:59:06","47.61.190.61","amplia","es","360x800","https://www.google.com/","None"
"2025-08-26 19:59:04","47.61.190.61","equip","es","360x800","https://www.google.com/","None"
"2025-08-26 19:58:15","47.61.190.61","pag_principal","es","360x800","https://www.google.com/","None"
"2025-08-26 04:57:42","182.2.69.133","pag_principal","en-US","1920x1080","","None"
"2025-08-26 04:57:38","182.2.69.133","pag_principal","en-US","1920x1080","","None"
"2025-08-25 15:43:48","86.127.253.7","pag_principal","es-ES","1366x768","","None"
"2025-08-24 20:11:58","205.169.39.22","pag_principal","en-US","800x600","","None"
"2025-08-24 01:24:05","5.195.173.132","pag_principal","en-US","320x480","https://www.google.com/","None"
"2025-08-23 12:32:58","223.39.209.50","pag_principal","ko-KR","360x780","https://l.instagram.com/","None"
"2025-08-23 11:12:18","31.13.127.15","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-23 11:11:56","31.13.127.9","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-23 03:58:37","66.249.66.8","pag_principal","en-US","412x732","","None"
"2025-08-22 19:51:18","185.199.44.79","pag_principal","en-US","800x600","","None"
"2025-08-22 16:18:48","79.116.117.38","pag_principal","es-ES","1366x768","","None"
"2025-08-22 02:57:44","66.249.66.12","pag_principal","en-US","412x732","","None"
"2025-08-21 20:57:05","66.249.92.12","pag_principal","en-US","1366x1024","","None"
"2025-08-21 17:50:16","66.249.92.12","pag_principal","en-US","1366x1024","","None"
"2025-08-21 13:36:08","151.115.89.143","pag_principal","en-US","800x600","","None"
"2025-08-20 21:56:39","79.117.81.26","pag_principal","en-US","360x800","android-app://com.google.android.googlequicksearchbox/","None"
"2025-08-20 21:22:37","79.117.81.26","pag_principal","en-US","360x800","android-app://com.google.android.googlequicksearchbox/","None"
"2025-08-20 21:22:16","79.117.81.26","pag_principal","en-US","360x800","https://nescolam.com/en","None"
"2025-08-20 21:19:16","79.117.81.26","reforç","en-US","360x800","https://nescolam.com/en","None"
"2025-08-20 21:18:16","79.117.81.26","pag_principal","en-US","360x800","https://nescolam.com/en","None"
"2025-08-20 21:17:29","79.117.81.26","pag_principal","en-US","360x800","https://nescolam.com/en","None"
"2025-08-20 21:17:26","79.117.81.26","enllac_extern","en-US","360x800","android-app://com.google.android.googlequicksearchbox/","None"
"2025-08-20 09:47:30","79.117.88.7","pag_principal","ca","1440x810","","None"
"2025-08-20 08:00:50","185.128.53.88","pag_principal","en-US","800x600","","None"
"2025-08-20 05:14:58","69.160.160.50","pag_principal","en-US","1700x1000","","None"
"2025-08-20 04:17:36","18.224.14.23","pag_principal","en-US","1366x768","","None"
"2025-08-19 20:24:23","173.252.127.15","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-19 20:24:04","173.252.127.16","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-19 16:57:56","79.152.161.177","pag_principal","es-ES","1366x768","https://www.google.com/","None"
"2025-08-19 14:39:14","185.184.201.172","pag_principal","en-US","800x600","","None"
"2025-08-19 14:24:44","193.3.173.207","pag_principal","en-US","800x600","","None"
"2025-08-19 10:43:37","79.117.87.250","pag_principal","ca","1440x810","","None"
"2025-08-19 03:16:29","34.215.84.246","pag_principal","en-US","800x600","","None"
"2025-08-18 17:37:08","66.249.66.12","pag_principal","en-US","412x732","","None"
"2025-08-18 16:36:00","79.117.94.243","catala","ca","1440x810","","None"
"2025-08-18 16:35:54","79.117.94.243","pag_principal","ca","1440x810","","None"
"2025-08-18 16:35:46","79.117.94.243","pag_principal","ca","1440x810","","None"
"2025-08-18 16:34:20","79.117.94.243","pag_principal","ca","1440x810","","None"
"2025-08-17 18:58:38","79.117.94.243","pag_principal","ca","1600x900","","None"
"2025-08-07 21:45:09","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-07 19:06:06","62.45.64.250","cpp","ca","1600x900","","None"
"2025-08-07 19:05:51","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 22:40:51","86.89.238.75","pag_principal","en-US","384x854","https://duoda.nescolam.com/ca","None"
"2025-08-06 22:40:50","86.89.238.75","enllac_extern","en-US","384x854","","None"
"2025-08-06 22:40:45","86.89.238.75","pag_principal","en-US","384x854","","None"
"2025-08-06 22:21:21","31.13.127.15","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-06 22:21:04","86.89.238.75","pag_principal","en-US","384x854","","None"
"2025-08-06 22:20:59","31.13.127.9","pag_principal","en-US","2000x2000","https://www.facebook.com/","None"
"2025-08-06 21:56:04","86.89.238.75","pag_principal","en-US","384x854","","None"
"2025-08-06 21:17:51","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/en","None"
"2025-08-06 21:17:49","62.45.64.250","enllac_extern","ca","1600x900","https://duoda.nescolam.com/es","None"
"2025-08-06 21:17:26","62.45.64.250","amplia","ca","1600x900","https://duoda.nescolam.com/es","None"
"2025-08-06 21:17:25","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/es","None"
"2025-08-06 21:17:23","62.45.64.250","enllac_extern","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:15:23","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:14:03","62.45.64.250","amplia","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:14:02","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:14:00","62.45.64.250","enllac_extern","ca","1600x900","https://duoda.nescolam.com/en","None"
"2025-08-06 21:13:56","62.45.64.250","amplia","ca","1600x900","https://duoda.nescolam.com/en","None"
"2025-08-06 21:13:54","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/en","None"
"2025-08-06 21:13:52","62.45.64.250","enllac_extern","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:12:44","62.45.64.250","amplia","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:09:43","62.45.64.250","probabilitat","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:08:30","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 21:04:52","79.117.98.248","catala","en-US","360x800","","None"
"2025-08-06 21:04:47","79.117.98.248","pag_principal","en-US","360x800","","None"
"2025-08-06 21:01:20","79.117.98.248","pag_principal","en-US","360x800","","None"
"2025-08-06 20:59:32","62.45.64.250","pag_principal","ca","1600x900","https://duoda.nescolam.com/ca","None"
"2025-08-06 20:52:53","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:52:53","62.45.64.250","enllac_extern","ca","1600x900","","None"
"2025-08-06 20:48:05","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:47:02","86.89.238.75","enllac_extern","en-US","384x854","https://duoda.nescolam.com/ca","None"
"2025-08-06 20:46:58","86.89.238.75","pag_principal","en-US","384x854","https://duoda.nescolam.com/ca","None"
"2025-08-06 20:46:57","86.89.238.75","enllac_extern","en-US","384x854","","None"
"2025-08-06 20:46:32","86.89.238.75","pag_principal","en-US","384x854","","None"
"2025-08-06 20:46:22","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:45:40","62.45.64.250","enllac_extern","ca","1600x900","","None"
"2025-08-06 20:44:51","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:44:11","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:43:58","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:41:54","62.45.64.250","pag_principal","ca","428x642","","None"
"2025-08-06 20:39:22","79.117.98.248","pag_principal","en-US","360x800","","None"
"2025-08-06 20:39:05","79.117.98.248","pag_principal","nl","360x800","android-app://com.google.android.googlequicksearchbox/","None"
"2025-08-06 20:38:27","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:11:31","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:09:19","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:06:26","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:02:17","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 20:01:43","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 19:56:27","62.45.64.250","historia","ca","1600x900","","None"
"2025-08-06 19:56:25","62.45.64.250","angles","ca","1600x900","","None"
"2025-08-06 19:56:18","62.45.64.250","estiu","ca","1600x900","","None"
"2025-08-06 19:56:10","62.45.64.250","pag_principal","ca","1600x900","","None"
"2025-08-06 19:56:04","62.45.64.250","pag_principal","ca","1600x900","","None"
